seed,error_type,corruption_level,method,f1,precision,recall,roc_auc,pr_auc,n_flagged,n_true_errors
50,feature_dropout,0.4,HIF,0.04141291108404385,0.8095238095238095,0.02125,0.6475677083333333,0.5811732243715023,21,800
50,feature_dropout,0.4,IsolationForest,0.16275862068965516,0.18153846153846154,0.1475,0.26879895833333334,0.28011048344602807,650,800
50,feature_dropout,0.4,LOF,0.5235690235690236,0.3946700507614213,0.7775,0.48455,0.3899293707250169,1576,800
50,feature_dropout,0.4,GMM,0.5240323266695024,0.3971631205673759,0.77,0.5026510416666667,0.4201668394731781,1551,800
50,covariate_shift,0.4,HIF,0.0196319018404908,0.5333333333333333,0.01,0.3002520833333333,0.36114702066724297,15,800
50,covariate_shift,0.4,IsolationForest,0.37710843373493974,0.363953488372093,0.39125,0.4413083333333333,0.40476057642635077,860,800
50,covariate_shift,0.4,LOF,0.2928015564202335,0.23964968152866242,0.37625,0.21059166666666668,0.2660685545121595,1256,800
50,covariate_shift,0.4,GMM,0.30093734583127774,0.24857375713121435,0.38125,0.24004062499999998,0.2737453266401823,1227,800
51,random_injection,0.4,HIF,0.38927507447864945,0.9468599033816425,0.245,0.8952416666666667,0.860626392351149,207,800
51,random_injection,0.4,IsolationForest,0.4711160964666293,0.427263479145473,0.525,0.5276239583333333,0.4060434368791046,983,800
51,random_injection,0.4,LOF,0.61015625,0.44375,0.97625,0.8743916666666667,0.8489977772375303,1760,800
51,random_injection,0.4,GMM,0.6449678800856531,0.4905537459283388,0.94125,0.8669135416666668,0.8525203761253672,1535,800
51,semantic_hallucination,0.4,HIF,0.16363636363636364,0.9,0.09,0.8341864583333333,0.7942182804534093,80,800
51,semantic_hallucination,0.4,IsolationForest,0.43427909669947884,0.4045307443365696,0.46875,0.5007145833333334,0.39406421389715,927,800
51,semantic_hallucination,0.4,LOF,0.5937007874015748,0.43333333333333335,0.9425,0.7223302083333334,0.6572923157427681,1740,800
51,semantic_hallucination,0.4,GMM,0.6345132743362832,0.4910958904109589,0.89625,0.822475,0.8133571989194713,1460,800
51,row_duplication,0.4,HIF,0.012330456226880395,0.45454545454545453,0.00625,0.51734375,0.4153083580334712,11,800
